tanggal,sumber (url),judul berita,konten,politik,hukum,nasional,jumlah label
2024-08-01,https://news.detik.com/kolom/d-7466720/korupsi-politik-dan-homo-sacer,Korupsi Politik dan Homo Sacer,"Hari-hari ini setidaknya ada dua berita daerah yang trending, satu berita di Jawa Timur, tentang penetapan tersangka terhadap sejumlah wakil rakyat di DPRD terkait dengan dana hibah APBD Provinsi",1,1,1,7
2025-07-16,https://news.detik.com/berita/d-8014593/waka-komisi-iii-ajak-masyarakat-hormati-proses-hukum-kasus-diplomat-kemlu,Waka Komisi III Ajak Masyarakat Hormati Proses Hukum Kasus Diplomat Kemlu,"Wakil Ketua Komisi III DPR RI dari Fraksi Partai Golkar, Sari Yuliati mengajak seluruh pihak untuk menghormati proses hukum yang sedang berjalan terkait penyelidikan kasus kematian Arya Daru, diplomat muda Kementerian Luar Negeri RI",1,0,0,2
2025-05-22,https://news.detik.com/foto-news/d-7927160/ruu-pensiun-mandek-protes-pensiunan-kembali-warnai-jalanan-argentina,"RUU Pensiun Mandek, Protes Pensiunan Kembali Warnai Jalanan Argentina","Argentina - Gelombang protes kembali bergejolak di ibu kota Argentina, Buenos Aires, Kamis (22/5), menyusul kegagalan Kongres Nasional untuk memenuhi kuorum RUU pensiun",0,0,1,1
2025-01-25,https://news.detik.com/berita/d-7746193/hari-gizi-nasional-2025-tema-dan-logo-peringatan,Hari Gizi Nasional 2025: Tema dan Logo Peringatan,"Setiap tanggal 25 Januari, terdapat peringatan Hari Gizi Nasional (HGN)",0,0,1,1
2025-03-13,https://news.detik.com/dw/d-7821391/albania-blokir-tiktok-larangan-nasional-berlaku-hari-ini,"Albania Blokir TikTok, Larangan Nasional Berlaku Hari Ini",Albania akan menjadi negara Eropa pertama yang melarang aplikasi populer TikTok secara nasional,0,0,1,1
2024-11-27,https://news.detik.com/pilkada/d-7660145/bawaslu-tindak-lanjuti-130-dugaan-politik-uang-di-masa-tenang-pilkada,Bawaslu Tindak Lanjuti 130 Dugaan Politik Uang di Masa Tenang Pilkada,Bawaslu RI menemukan adanya 130 dugaan politik uang pada masa tenang Pilkada 2024,1,0,0,2
2025-05-28,https://news.detik.com/berita/d-7938067/sarmuji-golkar-sebut-generasi-muda-anggap-politik-penuh-akal-busuk,Sarmuji Golkar Sebut Generasi Muda Anggap Politik Penuh Akal Busuk,Sekretaris Jenderal (Sekjen) Partai Golkar Muhammad Sarmuji mengatakan partainya terus berupaya memperkenalkan politik ke anak muda,1,0,0,2
2025-01-14,https://news.detik.com/berita/d-7731235/ppi-soal-anies-akan-buat-ormas-cara-eksis-menuju-pilpres-2029,PPI soal Anies Akan Buat Ormas: Cara Eksis Menuju Pilpres 2029,"Mantan Gubernur Jakarta, Anies Baswedan, dikabarkan akan mendirikan sebuah organisasi kemasyarakatan (ormas)",0,0,0,0
2025-02-21,https://news.detik.com/berita/d-7788551/pakar-hukum-dukung-kpk-tahan-hasto-semua-sama-di-mata-hukum,Pakar Hukum Dukung KPK Tahan Hasto: Semua Sama di Mata Hukum,Pakar hukum dari Untirta Aan Asphianto mendukung KPK menahan Sekjen PDIP Hasto Kristiyanto di kasus suap dan perintangan penyidikan perkara buron Harun Masiku,0,1,0,4
2025-07-24,https://news.detik.com/berita/d-8027365/kapolri-sebut-sudah-46-tersangka-pembakar-lahan-di-riau-diproses-hukum,Kapolri Sebut Sudah 46 Tersangka Pembakar Lahan di Riau Diproses Hukum,Kapolri Jenderal Listyo Sigit Prabowo mengatakan saat ini sudah ada 46 orang yang ditetapkan sebagai tersangka kebakaran hutan dan lahan (Karhutla) di Riau,0,1,0,4
2025-05-18,https://news.detik.com/berita/d-7919803/fbr-hormati-proses-hukum-oknum-anggota-terlibat-dugaan-pemerasan,FBR Hormati Proses Hukum Oknum Anggota Terlibat Dugaan Pemerasan,Ketua Umum FBR Luthfi Hakim angkat bicara terkait sejumlah anggotanya yang ditangkap polisi di Depok dan Jakarta Selatan (Jaksel) karena kasus dugaan pemerasan,0,1,0,4
2025-01-31,https://news.detik.com/berita/d-7757528/mendes-menkum-sepakat-kebut-proses-badan-hukum-bumdes,Mendes & Menkum Sepakat Kebut Proses Badan Hukum BUMDes,Menteri Desa dan Pembangunan Daerah Tertinggal RI (Mendes PDT) Yandri Susanto menandatangani Nota Kesepahaman (MoU) dengan Menteri Hukum Supratman Andi Agtas,1,0,0,2
2025-07-23,https://news.detik.com/foto-news/d-8024517/pkb-gelar-bimtek-nasional-tingkatkan-digitalisasi-kinerja-legislator,PKB Gelar Bimtek Nasional Tingkatkan Digitalisasi Kinerja Legislator,Jakarta - Menjelang perayaan hari lahir ke 27 PKB menggelar bimtek sekaligus evaluasi bagi seluruh anggota legislator nasional dan daerah dari Fraksi PKB,1,0,1,3
2025-07-18,https://news.detik.com/berita/d-8017650/benarkah-mk-larang-wakil-menteri-rangkap-jadi-komisaris,Benarkah MK Larang Wakil Menteri Rangkap Jadi Komisaris?,Mahkamah Konstitusi (MK) tidak menerima gugatan yang meminta agar wakil menteri (wamen) dilarang rangkap jabatan sebagai komisaris ataupun direksi di perusahaan,1,1,0,6
2025-05-15,https://news.detik.com/berita/d-7915551/inovasi-tanpa-batas-dicari-jaksa-inovatif-dalam-penegakan-hukum,"Inovasi Tanpa Batas, Dicari Jaksa Inovatif dalam Penegakan Hukum","Perubahan zaman menuntut inovasi dalam setiap lini, termasuk di dunia penegakan hukum",0,0,0,0
2025-07-16,https://news.detik.com/berita/d-8014192/mendikdasmen-akan-data-sekolah-sepi-peminat-evaluasi-spmb-secara-nasional,"Mendikdasmen Akan Data Sekolah Sepi Peminat, Evaluasi SPMB Secara Nasional",Mendikdasmen Abdul Mu'ti menanggapi informasi adanya satu kelas yang hanya diisi oleh satu murid,0,0,0,0
2024-11-27,https://news.detik.com/pilkada/d-7659135/pdip-jatim-ajak-warga-tolak-politik-uang-pilihan-anda-tentukan-masa-depan,PDIP Jatim Ajak Warga Tolak Politik Uang: Pilihan Anda Tentukan Masa Depan,"Kepala Badan Pemenangan (BP) Pemilu PDIP Jatim, Deni Wicaksono mengajak masyarakat Jawa Timur memilih dengan bijak dalam pemilu dan menolak politik uang",1,0,0,2
2024-08-21,https://news.detik.com/berita/d-7500966/jimly-sebut-politik-ri-seperti-kerajaan-istana-bilang-begini,"Jimly Sebut Politik RI Seperti Kerajaan, Istana Bilang Begini",Mantan Ketua Mahkamah Konstitusi (MK) Jimly Asshiddiqie menyebutkan budaya politik Indonesia seperti kerajaan atau monarki meski bentuk pemerintahannya adalah republik,1,1,1,7
2025-07-25,https://news.detik.com/berita/d-8029704/bakal-banding-vonis-3-5-tahun-penjara-hasto-ini-kata-ketua-kpk,"Bakal Banding Vonis 3,5 Tahun Penjara Hasto? Ini Kata Ketua KPK","Sekjen PDIP Hasto Kristiyanto divonis hakim hukuman penjara 3,5 tahun dalam kasus suap mantan komisioner KPU Wahyu Setiawan terkait pengurusan pergantian antarwaktu (PAW) anggota DPR periode 2019-2024 untuk Harun Masiku",1,1,0,6
2025-07-30,https://news.detik.com/berita/d-8036503/kakorlantas-polri-dapat-penghargaan-dari-bem-nusantara-se-indonesia,Kakorlantas Polri Dapat Penghargaan dari BEM Nusantara Se-Indonesia,Koordinator Pusat Badan Eksekutif Mahasiswa (BEM) Nusantara memberi penghargaan kepada Kepala Korps Lalu Lintas (Kakorlantas) Polri Irjen Agus Suryonugroho,0,0,0,0
2025-01-08,https://news.detik.com/berita/d-7722471/ri-jadi-anggota-brics-fraksi-gerindra-dpr-wujud-sejati-politik-bebas-aktif,"RI Jadi Anggota BRICS, Fraksi Gerindra DPR: Wujud Sejati Politik Bebas Aktif","Indonesia resmi menjadi anggota kelompok Brazil, Russia, India, China, South Africa (BRICS)",0,0,1,1
2025-02-18,https://news.detik.com/berita/d-7783279/fahri-hamzah-dukung-koalisi-permanen-waktunya-kita-bebenah-politik,Fahri Hamzah Dukung Koalisi Permanen: Waktunya Kita Bebenah Politik,Wakil Ketua Umum (Waketum) Partai Gelora Fahri Hamzah mendukung wacana koalisi permanen yang ditawarkan oleh Presiden Prabowo Subianto,1,0,0,2
2025-07-25,https://news.detik.com/berita/d-8029121/titik-terang-kematian-diplomat-kemlu-polisi-terima-hasil-labfor,"Titik Terang Kematian Diplomat Kemlu, Polisi Terima Hasil Labfor","Polisi mengungkap perkembangan terkini kasus kematian diplomat muda Kementerian Luar Negeri (Kemlu), ADP (39) yang tewas terlilit lakban di kos Menteng, Jakarta Pusat (Jakpus)",1,0,0,2
2024-12-26,https://news.detik.com/berita/d-7704254/pdip-hormati-proses-hukum-terkait-yasonna-dicegah-ke-ln-tapi,"PDIP Hormati Proses Hukum Terkait Yasonna Dicegah ke LN, tapi...",PDIP menyayangkan pencekalan kadernya Yasonna Laoly ke luar negeri oleh KPK terkait kasus Harun Masiku,0,0,0,0
2025-07-21,https://news.detik.com/berita/d-8022256/ma-kurangi-uang-pengganti-emirsyah-satar-dari-rp-1-4-t-jadi-rp-817-m,"MA Kurangi Uang Pengganti Emirsyah Satar dari Rp 1,4 T Jadi Rp 817 M","Mahkamah Agung (MA) menolak kasasi yang diajukan mantan Dirut Garuda Indonesia, Emirsyah Satar, dalam kasus korupsi pengadaan pesawat",0,1,1,5
2025-01-16,https://news.detik.com/kolom/d-7736099/rencana-pertemuan-ibu-mega-dan-pak-prabowo-wujud-politik-tanpa-konsesi,"Rencana Pertemuan Ibu Mega dan Pak Prabowo, Wujud Politik Tanpa Konsesi","Ibu Mega sudah menegaskan sendiri pada saat pidato beliau di HUT 52 Tahun PDI Perjuangan, 10 Januari 2025 lalu bahwa hubungan beliau dengan Presiden Prabowo masih dan terus terjalin dengan baik",1,0,0,2
2025-05-21,https://news.detik.com/berita/d-7924300/pd-serahkan-ke-pemerintah-soal-ide-tambahan-dana-parpol-pahami-efisiensi,"PD Serahkan ke Pemerintah soal Ide Tambahan Dana Parpol, Pahami Efisiensi",Komisi Pemberantasan Korupsi (KPK) mengusulkan agar partai politik diberikan tambahan dana dari APBN untuk mencegah terjadinya korupsi,1,1,0,6
2025-05-15,https://news.detik.com/berita/d-7914863/megawati-singgung-polemik-ijazah-jokowi-golkar-tunggu-saja-proses-hukum,"Megawati Singgung Polemik Ijazah Jokowi, Golkar: Tunggu Saja Proses Hukum",Presiden ke-5 RI Megawati Soekarnoputri menyinggung soal polemik ijazah Presiden ke-7 RI Joko Widodo (Jokowi) dan menyarankan untuk menunjukkan ijazahnya agar tak berkepanjangan,1,0,0,2
2025-07-29,https://news.detik.com/kolom/d-8034375/selamat-jalan-guru-bangsa-kwik-kian-gie,"Selamat Jalan Guru Bangsa, Kwik Kian Gie","Semalam, Pak Kwik Kian Gie, meninggalkan kita di usia 90 tahun",0,0,0,0
2025-07-26,https://news.detik.com/berita/d-8030281/tega-ayah-di-bekasi-perkosa-anak-kandung-saat-tidur-bareng-istri,Tega! Ayah di Bekasi Perkosa Anak Kandung Saat Tidur Bareng Istri,"Seorang ayah di Bekasi, R, tega memerkosa anak kandungnya sendiri yang masih berusia 14 tahun",0,0,0,0
2025-02-19,https://news.detik.com/berita/d-7785123/ketua-ma-puji-partisipasi-mpr-di-pameran-kampung-hukum-2025,Ketua MA Puji Partisipasi MPR di Pameran Kampung Hukum 2025,Majelis Permusyawaratan Rakyat (MPR) turut meramaikan Pameran Kampung Hukum 2025 yang digelar Mahkamah Agung (MA),0,1,1,5
2025-04-15,https://news.detik.com/kolom/d-7869461/penegakan-hukum-menegaskan-kembali-supremasi-sipil,Penegakan Hukum: Menegaskan Kembali Supremasi Sipil,Penegakan hukum di negeri ini tak ubahnya ombak di pantai,0,0,0,0
2025-07-25,https://news.detik.com/melindungi-tuah-marwah/d-8028791/strategi-polda-riau-atasi-karhutla-edukasi-aksi-nyata-dan-penegakan-hukum,"Strategi Polda Riau Atasi Karhutla: Edukasi, Aksi Nyata, dan Penegakan Hukum",Kebakaran hutan dan lahan (karhutla) yang terjadi di Provinsi Riau menjadi perhatian bersama dari pemerintah pusat hingga daerah,1,0,1,3
2025-04-22,https://news.detik.com/berita/d-7880616/hal-yang-bikin-hakim-heru-dituntut-paling-berat-di-kasus-ronald-tannur,Hal yang Bikin Hakim Heru Dituntut Paling Berat di Kasus Ronald Tannur,"Hakim Pengadilan Negeri (PN) Surabaya, Heru Hanindyo, dituntut 12 tahun penjara dalam kasus suap vonis bebas Gregorius Ronald Tannur",0,1,0,4
2024-08-30,https://news.detik.com/kolom/d-7513465/meneguhkan-kembali-idealisme-politik,Meneguhkan (Kembali) Idealisme Politik,"Akhir-akhir ini, publik diperhadapkan pada serangkaian peristiwa politik yang tidak sekadar sulit dicerna dengan mudah, tapi juga alot untuk dikonsumsi dengan nikmat",1,0,0,2
2024-07-30,https://news.detik.com/pemilu/d-7464297/anies-ungkap-obrolan-dengan-ahok-tak-bahas-politik-bahas-pribadi,"Anies Ungkap Obrolan dengan Ahok: Tak Bahas Politik, Bahas Pribadi",Eks Gubernur DKI Jakarta Anies Baswedan mengungkap obrolannya dengan politisi PDI Perjuangan Basuki Tjahaja Purnama (Ahok),0,0,0,0
2025-02-05,https://news.detik.com/berita/d-7763651/gubernur-lemhannas-sinergi-pemerintah-ulama-jaga-ketahanan-nasional-mutlak,Gubernur Lemhannas: Sinergi Pemerintah-Ulama Jaga Ketahanan Nasional Mutlak,"Gubernur Lembaga Ketahanan Nasional (Lemhannas), Ace Hasan Syadzily, mengungkapkan konflik geopolitik berpengaruh terhadap kebijakan nasional",1,1,1,7
2025-02-28,https://news.detik.com/berita/d-7799207/ormas-gerakan-rakyat-bisa-jadi-mesin-politik-anies-pan-hak-warga-negara,Ormas Gerakan Rakyat Bisa Jadi Mesin Politik Anies? PAN: Hak Warga Negara,Wakil Ketua Umum DPP PAN Saleh Partaonan Daulay angkat bicara terkait berdirinya ormas Gerakan Rakyat yang dihadiri Anies Baswedan,0,0,1,1
2025-07-28,https://news.detik.com/berita/d-8032934/hari-anak-nasional-pertamina-beri-200-paket-seragam-sekolah-di-balikpapan,"Hari Anak Nasional, Pertamina Beri 200 Paket Seragam Sekolah di Balikpapan",Pertamina Group melalui Subholding Refining and Petrochemical PT Kilang Pertamina Internasional memberikan bantuan berupa perlengkapan sekolah bagi masyarakat sekitar wilayah operasi Refinery Unit (RU) V Balikpapan,0,0,1,1
2025-03-27,https://news.detik.com/berita/d-7844216/tepis-isu-perselingkuhan-ridwan-kamil-bakal-ambil-langkah-hukum,"Tepis Isu Perselingkuhan, Ridwan Kamil Bakal Ambil Langkah Hukum",Mantan Gubernur Jawa Barat Ridwan Kamil (RK) menepis isu perselingkuhan,0,0,0,0
2025-05-06,https://news.detik.com/berita/d-7902731/sari-yuliati-nominator-perempuan-peduli-advokasi-penegakan-hukum,"Sari Yuliati, Nominator Perempuan Peduli Advokasi Penegakan Hukum",Sari Yuliati menjadi salah satu nominator dalam Sekar Agni Negeri,0,0,0,0
2024-10-21,https://news.detik.com/berita/d-7599889/tugas-2-wamendagri-ribka-haluk-urus-papua-bima-arya-politik-pemerintahan,Tugas 2 Wamendagri: Ribka Haluk Urus Papua-Bima Arya Politik Pemerintahan,"Dua Wakil Menteri Dalam Negeri, Bima Arya dan Ribka Haluk, resmi dilantik Presiden Prabowo Subianto",1,0,0,2
2025-02-10,https://news.detik.com/foto-news/d-7771858/meirizka-widjaja-lisa-rachmat-jalani-sidang-suap-vonis-bebas-ronald-tannur,Meirizka Widjaja-Lisa Rachmat Jalani Sidang Suap Vonis Bebas Ronald Tannur,Jakarta - Meirizka Widjaja dan Lisa Rachmat jalani sidang kasus suap vonis bebas Ronald Tannur,0,1,0,4
2024-11-17,https://news.detik.com/pilkada/d-7642758/survei-indikator-politik-andika-hendi-43-46-luthfi-yasin-47-19,"Survei Indikator Politik: Andika-Hendi 43,46%, Luthfi-Yasin 47,19%",Lembaga Survei Indikator Politik Indonesia merilis hasil survei elektabilitas pasangan cagub dan cawagub di Pilgub Jawa Tengah,1,0,1,3
2025-05-01,https://news.detik.com/berita/d-7894534/prabowo-dukung-marsinah-diusulkan-jadi-pahlawan-nasional,Prabowo Dukung Marsinah Diusulkan Jadi Pahlawan Nasional,Presiden Prabowo Subianto mendukung usulan aktivis buruh Marsinah menjadi pahlawan nasional,1,0,1,3
2024-11-11,https://news.detik.com/pilkada/d-7633845/bawaslu-bakal-periksa-cabup-pandeglang-nomor-2-soal-dugaan-politik-uang,Bawaslu Bakal Periksa Cabup Pandeglang Nomor 2 soal Dugaan Politik Uang,Calon Bupati Pandeglang nomor urut 2 Raden Dewi Setiani dilaporkan ke Bawaslu Pandeglang terkait dugaan money politics atau politik uang,1,0,0,2
2024-11-15,https://news.detik.com/berita/d-7640874/jelang-pilkada-pemprov-gorontalo-diminta-jaga-stabilitas-politik-keamanan,"Jelang Pilkada, Pemprov Gorontalo Diminta Jaga Stabilitas Politik-Keamanan",Wakil Menteri Dalam Negeri (Wamendagri) Bima Arya Sugiarto mengajak Pemerintah Provinsi (Pemprov) Gorontalo untuk menjaga stabilitas politik dan keamanan menjelang Pemilihan Kepala Daerah (Pilkada) Serentak 2024,1,0,1,3
2025-03-18,https://news.detik.com/berita/d-7828372/menerka-sosok-yang-coba-membenturkan-sby-dengan-prabowo,Menerka Sosok yang Coba Membenturkan SBY dengan Prabowo,Direktur Eksekutif Parameter Politik Indonesia (PPI) Adi Prayitno menilai nyaris tak ada pihak yang membenturkan Presiden Prabowo Subianto dengan Presiden ke-6 RI Susilo Bambang Yudhoyono (SBY),1,0,1,3
2024-08-21,https://news.detik.com/berita/d-7500419/jimly-sebut-politik-ri-seperti-kerajaan-pd-negara-terus-berproses,"Jimly Sebut Politik RI Seperti Kerajaan, PD: Negara Terus Berproses",Mantan Ketua Mahkamah Konstitusi (MK) Jimly Asshiddiqie menyebutkan budaya politik Indonesia seperti kerajaan atau monarki meski bentuk pemerintahannya adalah republik,1,1,1,7
2025-07-18,https://news.detik.com/berita/d-8017449/muncul-kelompok-kriminal-politik-di-papua-tanpa-senjata-tapi-lebih-bahaya,"Muncul Kelompok Kriminal Politik di Papua, Tanpa Senjata Tapi Lebih Bahaya",Polisi mengungkap kemunculan kelompok kriminal politik (KKP) di Papua,1,0,0,2
2024-12-13,https://news.detik.com/pilkada/d-7685500/komisi-ii-dpr-soal-usul-gubernur-dipilih-dprd-bahan-untuk-omnibus-law-politik,Komisi II DPR soal Usul Gubernur Dipilih DPRD: Bahan untuk Omnibus Law Politik,"Ketua Komisi II DPR RI, Rifqinizamy Karsayuda, menghargai pernyataan Presiden RI Prabowo Subianto yang mengusulkan perbaikan sistem pemilihan kepala daerah (Pilkada)",1,0,0,2
2024-11-07,https://news.detik.com/berita/d-7626983/gubernur-kalsel-tersangka-suap-hilang-wamendagri-hormati-proses-hukum,"Gubernur Kalsel Tersangka Suap Hilang, Wamendagri: Hormati Proses Hukum","KPK mencari keberadaan Gubernur Kalimantan Selatan (Kalsel) Sahbirin Noor atau Paman Birin, yang merupakan tersangka kasus suap",0,1,0,4
2025-02-04,https://news.detik.com/berita/d-7763418/tim-hukum-kpk-siap-hadapi-praperadilan-hasto-besok,Tim Hukum KPK Siap Hadapi Praperadilan Hasto Besok,KPK memastikan hadir dalam sidang praperadilan yang diajukan Sekjen PDIP Hasto Kristiyanto terkait penetapan tersangka dalam kasus suap Harun Masiku,0,1,0,4
2025-05-22,https://news.detik.com/foto-news/d-7924739/pemerintah-tambah-luas-lahan-sawah-dilindungi-untuk-cegah-alih-fungsi,Pemerintah Tambah Luas Lahan Sawah Dilindungi untuk Cegah Alih Fungsi,Banten - Pemerintah berkomitmen memperkuat ketahanan pangan nasional dengan menambah cakupan lahan sawah yang dilindungi dari alih fungsi,0,1,1,5
2024-07-21,https://news.detik.com/pemilu/d-7450040/larangan-politik-uang-dalam-pilkada-ini-sanksinya,"Larangan Politik Uang dalam Pilkada, Ini Sanksinya",Politik uang adalah salah satu bentuk pelanggaran dalam pemilihan,1,0,0,2
2025-04-01,https://news.detik.com/berita/d-7850817/pakar-nilai-didit-replika-politik-prabowo-untuk-silaturahmi-ke-mega-jokowi,Pakar Nilai Didit Replika Politik Prabowo untuk Silaturahmi ke Mega-Jokowi,"Putra Presiden Prabowo Subianto, Didit Hediprasetyo, melakukan sowan ke Presiden RI ke-5 sekaligus Ketum PDIP Megawati Soekarnoputri dan Presiden RI ke-7 Joko Widodo (Jokowi)",1,0,0,2
2025-05-15,https://news.detik.com/kolom/d-7914831/hutan-untuk-ketahanan-nasional,Hutan untuk Ketahanan Nasional,"Sebuah karya Jeff Schlegelmilch (2020), yang berjudul Rethinking Readyness, mengingatkan kita bahwa dunia sedang tidak baik-baik saja",0,0,0,0
2025-07-25,https://news.detik.com/berita/d-8028416/pendukung-hasto-demo-di-pn-jakpus-jelang-vonis-ada-yang-bawa-keranda,"Pendukung Hasto Demo di PN Jakpus Jelang Vonis, Ada yang Bawa Keranda",Sekjen PDIP Hasto Kristiyanto menghadapi sidang vonis kasus dugaan suap pengurusan pergantian antarwaktu (PAW) anggota DPR untuk Harun Masiku dan perintangan penyidikan,1,1,0,6
2025-02-25,https://news.detik.com/kolom/d-7795024/kasus-korupsi-migas-upaya-prabowo-tegakkan-hukum-dan-tata-kelola-bersih,Kasus Korupsi Migas: Upaya Prabowo Tegakkan Hukum dan Tata Kelola Bersih,"Kasus dugaan korupsi dalam tata kelola minyak mentah dan produk kilang yang merugikan negara hingga Rp 193,7 triliun menunjukkan masalah mendalam dalam pengelolaan sektor migas di Indonesia, termasuk di perusahaan BUMN seperti Pertamina",0,1,1,5
2025-01-08,https://news.detik.com/kolom/d-7721415/sekolah-untuk-para-jagoan-politik,Sekolah untuk Para Jagoan Politik,"Sang Godfather, Vito Corleone, ingin agar anak-anaknya menjadi orang terhormat; menjadi senator atau gubernur",0,0,0,0
2025-05-03,https://news.detik.com/berita/d-7897198/legislator-pdip-soroti-revisi-mutasi-letjen-kunto-tni-bukan-alat-politik,Legislator PDIP Soroti Revisi Mutasi Letjen Kunto: TNI Bukan Alat Politik,Anggota Komisi I DPR Mayjen TNI (Purn) TB Hasanuddin menyoroti dinamika pergantian jabatan Letjen TNI Kunto Arief Wibowo sebagai Pangkogabwilhan I yang kemudian dibatalkan,1,0,0,2
2025-02-28,https://news.detik.com/berita/d-7799441/doli-kurnia-luncurkan-forum-diskusi-politics-colleagues-breakfast,Doli Kurnia Luncurkan Forum Diskusi 'Politics & Colleagues Breakfast',"Anggota Komisi II DPR RI Fraksi Golkar, Ahmad Doli Kurnia, meluncurkan forum diskusi Politics & Colleagues Breakfast (PCB)",1,0,0,2
2025-05-25,https://news.detik.com/berita/d-7931966/kamis-29-mei-2025-libur-nasional-ini-daftar-peringatan-hari-pentingnya,"Kamis 29 Mei 2025 Libur Nasional, Ini Daftar Peringatan Hari Pentingnya",Tanggal 29 Mei 2025 ditetapkan sebagai hari libur nasional di Indonesia,0,0,1,1
2025-07-24,https://news.detik.com/abc-australia/d-8027567/dunia-hari-ini-negara-gagal-atasi-perubahan-iklim-berisiko-langgar-hukum,Dunia Hari Ini: Negara Gagal Atasi Perubahan Iklim Berisiko Langgar Hukum,"Anda sedang membaca Dunia Hari Ini, rangkuman sejumlah informasi pilihan dari berbagai negara dalam 24 jam terakhir",0,0,1,1
2025-02-12,https://news.detik.com/pilkada/d-7775274/mk-pertanyakan-cabup-halut-piet-tak-ambil-langkah-hukum-soal-vcs-viral,MK Pertanyakan Cabup Halut Piet Tak Ambil Langkah Hukum soal VCS Viral,Hakim Mahkamah Konstitusi (MK) Enny Nurbaningsih mempertanyakan alasan Cabup Halmahera Utara (Halut) nomor urut 4 Piet Hein Babua belum mengambil langkah hukum soal video asusila viral diduga Piet,0,1,0,4
2025-05-22,https://news.detik.com/melindungi-tuah-marwah/d-7927528/polda-riau-gelar-debat-hukum-perdalam-pemahaman-personel-soal-kuhp-baru,Polda Riau Gelar Debat Hukum Perdalam Pemahaman Personel Soal KUHP Baru,Kepolisian Daerah Riau menggelar debat hukum di kalangan personel,0,0,0,0
2024-11-21,https://news.detik.com/pilkada/d-7650093/survei-pilgub-jabar-indikator-politik-dedi-erwan-71-5-syaikhu-ilham-16-4,"Survei Pilgub Jabar Indikator Politik: Dedi-Erwan 71,5%, Syaikhu-Ilham 16,4%",Lembaga Indikator Politik merilis survei terkini terkait Pilgub Jawa Barat,1,0,0,2
2025-05-02,https://news.detik.com/berita/d-7896066/gubernur-jateng-kecam-aksi-anarko-saat-may-day-harus-diproses-hukum,Gubernur Jateng Kecam Aksi Anarko saat May Day: Harus Diproses Hukum,Gubernur Jawa Tengah Ahmad Lutfi mengecam keras aksi kelompok yang melakukan tindakan anarkis saat aksi damai Hari Buruh atau May Day 2025,0,0,0,0
2024-08-26,https://news.detik.com/berita/d-7508500/gerindra-jelaskan-maksud-prabowo-soal-intel-jangan-ngintelin-lawan-politik,Gerindra Jelaskan Maksud Prabowo soal Intel Jangan Ngintelin Lawan Politik,Presiden terpilih Prabowo Subianto berbicara tentang pihak yang mengadu domba terkait hubungannya dengan Presiden Joko Widodo (Jokowi) hingga jangan menggunakan intel untuk memantau lawan politik di Kongres PAN,1,0,0,2
2024-08-27,https://news.detik.com/berita/d-7511908/sindiran-surya-paloh-soal-petualang-politik-manfaatkan-nasdem,Sindiran Surya Paloh soal Petualang Politik Manfaatkan NasDem,Surya Paloh melontarkan sindiran terkait petualang politik setelah ditetapkan kembali menjadi Ketum Partai NasDem,1,0,0,2
2025-05-10,https://news.detik.com/berita/d-7909225/pemkot-semarang-dorong-kh-sholeh-darat-jadi-pahlawan-nasional,Pemkot Semarang Dorong KH Sholeh Darat Jadi Pahlawan Nasional,Wali Kota Semarang Agustina menegaskan Pemerintah Kota (Pemkot) Semarang akan terus mengawal proses pengusulan gelar Pahlawan Nasional bagi KH,0,0,1,1
2025-04-10,https://news.detik.com/berita/d-7861882/pkb-sebut-sikap-pdip-bijaksana-dukung-pemerintah-tanpa-masuk-koalisi,PKB Sebut Sikap PDIP Bijaksana Dukung Pemerintah Tanpa Masuk Koalisi,Wakil Ketua Umum PKB Jazilul Fawaid menyambut positif pertemuan Presiden Prabowo Subianto dengan Presiden ke-5 Ketum PDIP Megawati Soekarnoputri,1,0,0,2
2025-07-09,https://news.detik.com/kolom/d-8003316/positioning-politik-prabowo,Positioning Politik Prabowo,Posisi adalah salah satu hal yang paling krusial dalam strategi perang,0,0,0,0
2024-12-25,https://news.detik.com/berita/d-7703021/pakar-hukum-apresiasi-kpk-tetapkan-hasto-tersangka-langkah-progresif,Pakar Hukum Apresiasi KPK Tetapkan Hasto Tersangka: Langkah Progresif,"Dosen Fakultas Hukum Universitas Jenderal Soedirman (Unsoed), Budiyono, mengapresiasi langkah KPK menetapkan Sekjen PDIP Hasto Kristiyanto sebagai tersangka di kasus dugaan suap yang juga menyeret buron Harun Masiku",0,1,0,4
2025-07-29,https://news.detik.com/berita/d-8034018/ibas-tegaskan-demokrat-tak-berkaitan-dengan-polemik-ijazah-palsu-jokowi,Ibas Tegaskan Demokrat Tak Berkaitan dengan Polemik Ijazah Palsu Jokowi,"Ketua Fraksi Partai Demokrat DPR RI, Edhie Baskoro Yudhoyono (Ibas), menegaskan tidak ada kaitan antara partainya dengan polemik ijazah palsu Presiden ke-7 Joko Widodo (Jokowi)",1,0,0,2
2025-07-15,https://news.detik.com/berita/d-8013327/anggota-dpr-sebut-sbin-jalan-menuju-kemandirian-industri-nasional,Anggota DPR Sebut SBIN Jalan Menuju Kemandirian Industri Nasional,Anggota Komisi VII DPR RI Ilham Permana menyatakan dukungan penuh terhadap Strategi Baru Industrialisasi Nasional (SBIN) yang diluncurkan oleh Menteri Perindustrian Agus Gumiwang Kartasasmita,1,0,1,3
